rcThrottle,rcRoll,rcPitch,rcYaw,ekf.phi,ekf.theta,ekf.psi,lpfGyrX,lpfGyrY,lpfGyrZ,lpfAccX,lpfAccY,lpfAccZ
0.0144,0.018070895,0.10756556,0.086504443,0.00777465,0.100637352,0.028393972,0.392659698,-1.434556493,0.030934581,-0.998895325,0.213690595,9.699266341
0.0152,0.01907186,0.108200442,0.08663026,0.032975099,0.102935077,0.027614492,2.473999883,2.810514027,0.019094643,-1.00904024,0.41784486,9.552699218
0.016,0.020072343,0.108833787,0.086755529,0.027490273,0.123154886,6.265692461,-1.825647713,0.32787763,0.03096167,-1.166130644,0.215947209,9.613858837
0.0168,0.021072319,0.109465585,0.08688025,0.018373168,0.105570212,6.255230345,-1.007952162,-1.030640149,0.029402298,-0.83033115,0.089257237,9.622162498
0.0176,0.022071763,0.110095827,0.087004423,0.019360906,0.114901626,0.036387193,1.466734002,-1.502244097,0.027748146,-1.142037177,0.189046199,9.652528503
0.0184,0.023070649,0.110724504,0.087128046,0.030119992,0.093540262,0.012055868,1.182022439,1.249399873,0.026369708,-0.830348818,0.369437049,9.678807485
0.0192,0.024068952,0.111351608,0.087251118,0.028777345,0.124901946,0.050393195,-1.450707492,2.224842176,0.035428866,-1.502910612,0.112618146,9.758787634
0.02,0.025066647,0.111977129,0.08737364,0.018544306,0.111317007,6.262546371,1.17651903,-0.806288311,0.034648699,-1.099384725,0.178531502,9.812364524
0.0208,0.026063708,0.112601059,0.087495609,0.038264054,0.118398515,0.036406612,0.811355278,0.298266618,0.024829525,-1.107671289,0.291434717,9.662829673
0.0216,0.027060111,0.113223388,0.087617026,0.025005818,0.113699474,0.053183682,-0.483111585,2.687843583,0.035529476,-1.285468733,0.208871446,9.55296326
0.0224,0.028055831,0.113844109,0.087737889,0.03437113,0.13993649,0.038358177,2.519457255,0.347343545,0.027362959,-1.38152776,0.330176797,9.686840995
0.0232,0.029050841,0.114463211,0.087858199,0.045236505,0.116529717,0.031615437,-1.684534199,-3.920874695,0.033808934,-0.988626998,0.444578325,9.858874231
0.024,0.030045118,0.115080687,0.087977953,0.020806216,0.108527872,6.259141531,-1.15147366,0.134065569,0.023962275,-1.109610626,0.212591955,9.768252736
0.0248,0.031038635,0.115696527,0.088097151,0.036018707,0.117610867,6.268890365,3.019965422,0.491617163,0.026217043,-1.198051166,0.337149441,9.782816632
0.0256,0.032031368,0.116310722,0.088215793,0.044990805,0.112378164,0.013509907,-2.903869763,-0.046089704,0.031060486,-1.073123948,0.572712224,9.782135913
0.0264,0.033023292,0.116923265,0.088333878,0.012738183,0.117256881,0.073831706,0.115619,0.684248639,0.02566665,-1.24605358,-0.010599259,9.599005349
0.0272,0.034014382,0.117534146,0.088451405,0.04598681,0.117889609,0.001241555,4.335895085,-1.081281685,0.02405204,-1.092372939,0.405697666,9.60579869
0.028,0.035004612,0.118143356,0.088568373,0.047413446,0.108667757,0.02588141,-0.010139312,-0.345196071,0.026892533,-0.925532572,0.624072076,9.819984622
0.0288,0.035993957,0.118750888,0.088684782,0.045937656,0.115124721,0.032241715,1.695090897,1.222050031,0.037354555,-1.1833745,0.394425229,9.736354544
0.0296,0.036982394,0.119356732,0.088800631,0.060935738,0.11839961,6.277950402,0.315846119,2.690306314,0.029701082,-1.273074756,0.612762863,9.590724522
0.0304,0.037969895,0.119960879,0.088915918,0.048506524,0.136693996,6.281104098,-4.134767931,-1.360857065,0.036536405,-1.410452327,0.480957968,9.769161323
0.0312,0.038956438,0.120563321,0.089030644,0.027987045,0.107591196,0.079414843,-2.090037836,-1.945758554,0.034547412,-1.067248473,0.125617244,9.665683885
0.032,0.039941996,0.121164051,0.089144808,0.031745303,0.121179462,0.011004308,1.408481205,0.4110324,0.032613758,-1.111808473,0.162273325,9.564216889
0.0328,0.040926545,0.121763058,0.089258408,0.039365537,0.110878193,6.265504221,-0.570216052,0.218560265,0.03465529,-0.91167208,0.454340469,9.684900454
0.0336,0.04191006,0.122360334,0.089371445,0.027164754,0.122913139,0.073420193,-0.245244967,0.030097898,0.03601105,-1.346497737,0.132019822,9.838622731
0.0344,0.042892516,0.122955871,0.089483917,0.037400306,0.111151856,6.269067166,1.900111662,0.442577269,0.028521735,-1.069364325,0.395718229,9.916292314
0.0352,0.043873888,0.123549661,0.089595824,0.042371572,0.126405374,0.074074497,1.46493691,-0.083730596,0.028724246,-1.154533568,0.215786066,9.588799792
0.036,0.044854152,0.124141696,0.089707165,0.049129688,0.110462743,0.022153134,0.557124281,-0.399723815,0.028995782,-0.926650774,0.43269074,9.820848101
0.0368,0.045833283,0.124731965,0.08981794,0.046777058,0.123205798,0.036457843,0.800757841,0.938524569,0.030791561,-1.168467881,0.457460039,9.751636692
0.0376,0.046811255,0.125320462,0.089928147,0.055557437,0.117915534,0.018555113,-1.563960832,1.697994351,0.023583523,-1.132221416,0.372144347,9.716859398
0.0384,0.047788045,0.125907178,0.090037786,0.03426384,0.136746322,0.043133556,-0.006392466,3.98558052,0.02460287,-1.366076268,0.341281425,9.794301149
0.0392,0.048763627,0.126492105,0.090146856,0.055544473,0.149888781,0.008530429,1.223651128,-0.737225419,0.023145143,-1.582651608,0.583318583,9.696424174
0.04,0.049737977,0.127075234,0.090255357,0.044056163,0.130823258,0.039389636,0.701392143,-0.999332716,0.026182759,-1.382069671,0.492156701,9.717368767
0.0408,0.050711071,0.127656556,0.090363288,0.061177663,0.141943891,0.02554822,1.524650367,0.667832547,0.033087154,-1.162192174,0.658871879,9.835699898
0.0416,0.051682883,0.128236065,0.090470648,0.05629561,0.136231729,0.069183702,-3.070585211,-1.559972741,0.028783017,-1.341161722,0.588901881,9.766511381
0.0424,0.05265339,0.128813751,0.090577436,0.036620123,0.129504642,0.015725666,1.563147371,-0.531331063,0.023142859,-1.367486743,0.365340186,9.815475737
0.0432,0.053622566,0.129389606,0.090683653,0.068815105,0.131983612,0.060666018,1.705644068,-0.099789798,0.025943007,-1.194817034,0.714956018,9.967076806
0.044,0.054590387,0.129963623,0.090789296,0.05027962,0.128666661,0.014782327,-4.171743701,1.826866195,0.033959259,-1.169157201,0.486420903,9.590293893
0.0448,0.055556829,0.130535792,0.090894366,0.035424748,0.146561915,0.051891982,1.832007368,-0.456461876,0.029727538,-1.378954176,0.325462475,9.80286915
0.0456,0.056521867,0.131106106,0.090998862,0.06491172,0.124978408,0.025487048,3.575282838,-1.103084902,0.027045978,-1.159632489,0.61198471,9.843264155
0.0464,0.057485478,0.131674557,0.091102784,0.064000855,0.137736174,0.060852311,0.574571851,-0.079833345,0.025521708,-1.33871475,0.570228285,9.86593916
0.0472,0.058447635,0.132241136,0.091206129,0.069520239,0.124341787,0.073896968,1.989506681,0.011831654,0.027380587,-1.314497878,0.585548269,9.662461032
0.048,0.059408316,0.132805836,0.091308899,0.079906287,0.137866937,0.024197658,-1.375182204,-0.270825551,0.023722885,-1.348261434,0.848434328,9.920009522
0.0488,0.060367496,0.133368648,0.091411092,0.058556157,0.122223774,0.074619437,-2.747202181,1.085466886,0.019394296,-1.156589424,0.445862387,9.69354479
0.0496,0.061325151,0.133929565,0.091512707,0.05786104,0.146559284,0.085254965,0.461807428,3.008029588,0.024558166,-1.544547507,0.555540751,9.710657145
0.0504,0.062281256,0.134488579,0.091613745,0.062244159,0.14624883,0.024776051,1.614038937,-2.516930385,0.035128038,-1.224475917,0.746406938,9.838460464
0.0512,0.063235788,0.135045681,0.091714203,0.070754231,0.126373699,0.042758056,1.479985548,-0.461353677,0.026930458,-1.127433723,0.663224159,9.612199308
0.052,0.064188722,0.135600864,0.091814083,0.074068319,0.142572923,0.026450449,0.874817076,-0.944081799,0.0271402,-1.45956958,0.707122245,9.733055002
0.0528,0.065140034,0.13615412,0.091913382,0.077722567,0.11878937,0.054980141,-0.293630329,-0.518453436,0.027006105,-1.125925691,0.761137206,9.63364933
0.0536,0.0660897,0.13670544,0.092012101,0.071704814,0.138454412,0.012479502,-1.097484253,2.980941246,0.027360522,-1.354747183,0.803147264,9.689410761
0.0544,0.067037697,0.137254818,0.092110239,0.068978655,0.142573059,0.075906686,-1.708436464,0.958136712,0.029432935,-1.614181107,0.522510396,9.647234617
0.0552,0.067984,0.137802245,0.092207795,0.058096881,0.146171319,0.089560129,0.308483187,0.189869461,0.027598299,-1.468844701,0.56360833,9.698975586
0.056,0.068928585,0.138347714,0.092304768,0.071494165,0.144072202,0.032950175,0.542116395,-1.846279448,0.025865087,-1.358161718,0.821354226,9.623582022
0.0568,0.069871428,0.138891216,0.092401159,0.062437755,0.131437255,0.011892485,-2.283424205,-3.870395228,0.027667958,-1.312981453,0.414045759,9.852176911
0.0576,0.070812506,0.139432745,0.092496965,0.053261943,0.113114092,0.070011694,1.733586587,1.980203842,0.028412742,-1.021018678,0.587169617,9.780648693
0.0584,0.071751795,0.139972291,0.092592188,0.076313913,0.147347364,0.049904597,1.440603486,4.015872234,0.023588171,-1.554481498,0.766350606,9.72951921
0.0592,0.072689271,0.140509849,0.092686825,0.064756236,0.145261759,0.046254879,-0.673127366,-1.57061196,0.021628946,-1.37669967,0.748140826,9.675047829
0.06,0.073624911,0.141045409,0.092780878,0.070953629,0.134796859,0.101249887,2.884002194,-1.541182447,0.01607458,-1.229714304,0.67886078,9.904272315
0.0608,0.07455869,0.141578965,0.092874344,0.087820513,0.132941035,0.016614625,-0.588675391,1.75658443,0.026057006,-1.435576255,1.071994256,9.551386776
0.0616,0.075490585,0.142110509,0.092967223,0.066269704,0.148850084,0.053689947,-3.519541349,0.653474689,0.028137874,-1.555561725,0.743910864,9.802749426
0.0624,0.076420573,0.142640033,0.093059515,0.059634247,0.138159143,0.033376654,1.898851363,0.583186462,0.015982009,-1.248873852,0.64472321,9.764158015
0.0632,0.07734863,0.14316753,0.09315122,0.081487217,0.153554065,0.023286108,1.459491431,1.816979964,0.018869486,-1.392205767,0.683853611,9.565901937
0.064,0.078274733,0.143692992,0.093242336,0.071364079,0.152669891,0.110130013,-1.033005065,-1.779100157,0.030163971,-1.494102359,0.744490591,9.513451451
0.0648,0.079198859,0.144216412,0.093332863,0.073234066,0.139303801,0.111279448,-0.123677176,-0.696834373,0.024857379,-1.402581488,0.597028136,9.699021225
0.0656,0.080120983,0.144737782,0.0934228,0.070368266,0.147117973,0.027384298,2.810273463,2.124665977,0.030643698,-1.427428291,0.756369817,9.613353637
0.0664,0.081041083,0.145257096,0.093512148,0.095692424,0.156311356,0.049311618,3.010781592,0.103298602,0.015194694,-1.60560485,1.006946089,9.593436473
0.0672,0.081959135,0.145774344,0.093600905,0.09446458,0.147954614,0.085288391,-2.291677011,-1.278175097,0.021782809,-1.291817131,0.848672438,9.747518112
0.068,0.082875116,0.146289521,0.09368907,0.077376257,0.1460585,0.041258832,-0.359201541,-0.606672171,0.021269185,-1.437078034,0.741754233,9.765061754
0.0688,0.083789004,0.146802619,0.093776644,0.091598744,0.143063786,0.077698918,1.160328774,0.431364519,0.02309298,-1.496547674,0.957463508,9.583094967
0.0696,0.084700774,0.147313631,0.093863625,0.086659975,0.149511371,0.066064358,-2.45781071,0.230050404,0.033119884,-1.517928279,0.72376285,9.755803433
0.0704,0.085610405,0.147822549,0.093950014,0.071942593,0.144844059,0.065415596,-2.194976009,0.381539376,0.021281738,-1.581871594,0.775689862,9.698074245
0.0712,0.086517872,0.148329366,0.094035809,0.069047887,0.152539056,0.083111152,1.471928901,1.887067938,0.022584027,-1.515400185,0.826925698,9.453469687
0.072,0.087423153,0.148834075,0.09412101,0.083716715,0.159990324,0.097893689,3.794676504,0.763868974,0.023729627,-1.508041301,0.793559169,9.733940348
0.0728,0.088326226,0.149336668,0.094205616,0.099395778,0.158626423,0.036853252,1.756738632,-3.952560041,0.035953359,-1.489007412,0.870907933,9.808821786
0.0736,0.089227067,0.14983714,0.094289628,0.097819908,0.128444841,0.088521552,0.439024666,-0.370098972,0.025957983,-1.232579729,0.946727959,9.72227497
0.0744,0.090125653,0.150335481,0.094373044,0.102947786,0.155731983,0.083209063,-2.32611737,1.9026178,0.02756018,-1.526411218,1.027368385,9.380397547
0.0752,0.091021963,0.150831687,0.094455863,0.079163986,0.143673261,0.030978647,0.008365275,-0.722155849,0.020733981,-1.379405084,0.86431244,9.50972872
0.076,0.091915972,0.151325748,0.094538086,0.103000843,0.149994161,0.058710705,0.673118992,-0.367945112,0.018486204,-1.358454438,1.062213658,9.595698663
0.0768,0.092807659,0.151817659,0.094619712,0.084526935,0.140715576,0.039850845,-1.934383659,-0.099023155,0.017307231,-1.423754367,0.884209515,9.586345754
0.0776,0.093697002,0.152307412,0.094700741,0.087575628,0.149183164,0.050024633,-0.036581274,1.421998555,0.018322351,-1.358696245,0.823525107,9.569117009
0.0784,0.094583977,0.152795001,0.094781171,0.084200247,0.152062576,0.124658639,-0.160644818,1.548674604,0.019389943,-1.492094685,0.575990496,9.643896907
0.0792,0.095468562,0.153280418,0.094861002,0.086372758,0.161609847,0.125621089,3.454242179,2.622027066,0.032960213,-1.628877623,0.838677565,9.731001679
0.08,0.096350735,0.153763656,0.094940235,0.111854181,0.173066138,0.11461474,3.825399582,-0.901829708,0.026562545,-1.65455777,1.046835756,9.459299385
0.0808,0.097230473,0.154244709,0.095018867,0.116995994,0.154340808,0.083392437,-0.168174676,-1.71525812,0.02224782,-1.374771478,1.077638904,9.470570667
0.0816,0.098107755,0.15472357,0.0950969,0.11050115,0.159284941,0.068805613,-1.86673303,0.790112885,0.016025044,-1.566372741,1.168162551,9.770914409
0.0824,0.098982559,0.155200232,0.095174331,0.102037607,0.160634034,0.036363244,-1.058012731,1.178737593,0.030105738,-1.550863839,0.854962374,9.801133292
0.0832,0.099854861,0.155674689,0.095251162,0.102047076,0.168665223,0.086598597,0.462416407,0.38834177,0.025362446,-1.524647644,0.977935968,9.577609086
0.084,0.10072464,0.156146933,0.095327391,0.1057826,0.163712585,0.109853689,0.926538825,-1.236779536,0.017924149,-1.44717737,1.064416873,9.631255161
0.0848,0.101591875,0.156616957,0.095403017,0.109527406,0.158728518,0.079027252,0.224227288,-0.738603165,0.017486464,-1.519782226,1.070264554,9.546661824
0.0856,0.102456542,0.157084756,0.095478041,0.107551439,0.157727478,0.077275789,-2.542266311,0.977597807,0.026674228,-1.467525154,1.017074208,9.694382119
0.0864,0.103318621,0.157550322,0.095552462,0.089204941,0.166605023,0.106069839,-0.431733623,-0.129105992,0.01260575,-1.635905018,0.857752769,9.638199726
0.0872,0.10417809,0.158013649,0.09562628,0.104088495,0.156632594,0.062387239,2.807689298,-1.304023594,0.022364638,-1.57721754,0.904969837,9.580118384
0.088,0.105034926,0.158474731,0.095699493,0.111644823,0.156136131,0.121834237,1.211932923,-0.312458241,0.019132804,-1.436779199,0.993900479,9.67062772
0.0888,0.105889108,0.15893356,0.095772102,0.113716599,0.154121529,0.074273125,-0.846991786,0.003836699,0.022109593,-1.548452,0.948077952,9.699590945
0.0896,0.106740615,0.15939013,0.095844106,0.104885133,0.156209068,0.054259003,-2.741701612,1.089993682,0.014480701,-1.484232726,0.833013305,9.682913049
0.0904,0.107589426,0.159844435,0.095915505,0.091783902,0.162813728,0.062653943,1.111426757,2.246346581,0.020927435,-1.474972448,0.837334774,9.484277953
0.0912,0.108435517,0.160296469,0.095986297,0.113794001,0.17421606,0.115362699,2.43353531,-0.355467006,0.01618784,-1.781581467,1.132042372,9.461309592
0.092,0.109278869,0.160746224,0.096056484,0.111249388,0.159961756,0.103286274,-2.509034079,-1.933350996,0.016647885,-1.498700339,1.050477619,9.57685631
0.0928,0.11011946,0.161193694,0.096126064,0.09372836,0.158731358,0.071845815,0.891866399,1.519283728,0.016626077,-1.570025859,0.81813744,9.495648624
0.0936,0.110957269,0.161638874,0.096195036,0.118422892,0.172145769,0.04391789,2.965350551,-0.127759324,0.014346624,-1.753663746,1.160491612,9.474670155
0.0944,0.111792274,0.162081756,0.096263401,0.117433853,0.157762595,0.125994797,1.843248604,-2.381929432,0.017473951,-1.54328491,1.207168075,9.537227395
0.0952,0.112624455,0.162522335,0.096331158,0.133185328,0.153046599,0.131381118,-1.436300639,-1.290939585,0.019542827,-1.372063356,1.248278177,9.616979499
0.096,0.11345379,0.162960604,0.096398306,0.105951731,0.147501145,0.054988351,-3.009484975,2.4951139,0.017329051,-1.396302678,1.120072241,9.591601698
0.0968,0.114280258,0.163396557,0.096464845,0.109171598,0.173020591,0.052557463,-0.196879249,1.175515272,0.009897294,-1.910420615,1.050729643,9.604651768
0.0976,0.115103839,0.163830188,0.096530776,0.104430036,0.156943188,0.141252245,-0.02221143,-2.918391727,0.006074852,-1.444943299,1.003619291,9.604773077
0.0984,0.115924512,0.164261491,0.096596096,0.109028003,0.149706004,0.095695482,1.860517606,-1.445589321,0.021759138,-1.438844731,0.943521626,9.711046558
0.0992,0.116742256,0.164690458,0.096660806,0.119281738,0.145408632,0.106914297,-0.463082854,1.909160455,0.017420677,-1.517908032,1.103449401,9.737478232
0.1,0.11755705,0.165117086,0.096724906,0.105327877,0.164940441,0.052054358,1.684784075,0.664402208,0.015164043,-1.565211398,0.958391152,9.660879779
0.1008,0.118368875,0.165541366,0.096788394,0.132705991,0.150682777,0.060449511,1.240826662,-0.402421022,0.023657323,-1.485852314,1.359524015,9.616364737
0.1016,0.119177708,0.165963294,0.096851272,0.115232304,0.161644466,0.147487374,-2.606950508,1.930696731,0.011714856,-1.621857702,0.986357916,9.626169874
0.1024,0.11998353,0.166382863,0.096913537,0.111812335,0.166100997,0.115255044,0.776822475,0.870870752,0.01732727,-1.584540987,1.255710893,9.874500905
0.1032,0.120786321,0.166800068,0.096975191,0.121425802,0.168600664,0.135245935,-0.053283816,-0.294781835,0.017397125,-1.585367816,1.105946162,9.486242645
0.104,0.12158606,0.167214902,0.097036232,0.111425535,0.163757693,0.054010703,0.316645425,0.825679987,0.013459147,-1.467745184,0.871557953,9.475657591
0.1048,0.122382726,0.167627359,0.097096659,0.123911497,0.175219864,0.099927878,1.062371322,-0.316528523,0.014277944,-1.790459913,1.362625616,9.670036353
0.1056,0.123176301,0.168037434,0.097156474,0.119963071,0.16126324,0.134793819,-0.168008428,-1.659585613,0.022754676,-1.595814842,1.224000268,9.626754005
0.1064,0.123966764,0.168445121,0.097215675,0.122581557,0.161984173,0.117959798,0.275802125,1.940126906,0.015065527,-1.6696616,1.170655919,9.698169041
0.1072,0.124754094,0.168850414,0.097274262,0.122200411,0.176764892,0.085686797,1.224333355,0.959263415,0.014907562,-1.874325706,1.188461902,9.44928505
0.108,0.125538272,0.169253307,0.097332234,0.132381091,0.169677717,0.082815688,1.146904614,0.781939337,0.014655086,-1.725171846,1.335270659,9.592158699
0.1088,0.126319279,0.169653795,0.097389592,0.131423845,0.182995168,0.139266833,0.133899813,0.164675235,0.02537871,-1.914680636,1.112944953,9.40863814
0.1096,0.127097094,0.170051872,0.097446334,0.133458241,0.171012548,0.103750592,1.783755732,-1.332744929,0.014630157,-1.528589507,1.405671897,9.543543143
0.1104,0.127871697,0.170447531,0.097502461,0.14561258,0.172311312,0.080729168,0.12814233,-1.247206055,0.016291288,-1.684624524,1.442677022,9.448424921
0.1112,0.12864307,0.170840769,0.097557972,0.134508284,0.161015584,0.10572693,-2.064147633,-0.641196321,0.017221727,-1.694112044,1.40999541,9.533502259
0.112,0.129411192,0.171231578,0.097612867,0.129008886,0.167152498,0.128786588,-3.310056032,1.736209698,0.006549068,-1.71972535,1.403317907,9.500826473
0.1128,0.130176045,0.171619954,0.097667145,0.107946061,0.17489599,0.111654346,-0.429303335,2.40572789,0.003304698,-1.739472131,1.119381274,9.258445051
0.1136,0.130937609,0.17200589,0.097720807,0.12559703,0.186397197,0.132463734,3.969504697,-1.273711962,0.008270909,-1.857269686,1.247013135,9.498178351
0.1144,0.131695864,0.172389382,0.097773851,0.139641843,0.164756312,0.141511088,1.008497609,-2.051109455,0.014904694,-1.502420469,1.32303123,9.606561471
0.1152,0.132450792,0.172770424,0.097826277,0.133712159,0.170001214,0.07435125,2.471408802,0.825098811,0.018029885,-1.766599593,1.351709624,9.570449491
0.116,0.133202373,0.173149011,0.097878086,0.159478,0.171359088,0.069600207,-1.070243501,0.274666946,0.013630028,-1.772209799,1.542148095,9.594292755
0.1168,0.133950589,0.173525136,0.097929276,0.125154524,0.172166988,0.123599052,-2.185975416,-1.118680545,0.013108559,-1.637906358,1.236973877,9.583435794
0.1176,0.134695421,0.173898796,0.097979848,0.141909432,0.162421698,0.157744884,2.099166539,-3.177976307,0.004148378,-1.526856732,1.339281986,9.60883625
0.1184,0.135436849,0.174269984,0.0980298,0.141951087,0.146759736,0.167020713,0.218300898,4.115310055,0.014198219,-1.589905543,1.383860256,9.537125955
0.1192,0.136174855,0.174638695,0.098079134,0.143689634,0.195306301,0.075608532,0.551398169,4.098217305,0.016664234,-1.732053496,1.413720104,9.54607225
0.12,0.136909421,0.175004924,0.098127848,0.146341168,0.179569485,0.078298741,-1.159935492,-3.412602757,0.015044482,-1.733033642,1.576096191,9.438281133
0.1208,0.137640528,0.175368666,0.098175942,0.134443353,0.168015733,0.136189604,-3.229004642,0.126612662,0.016431976,-1.704869533,1.508842802,9.536207534
0.1216,0.138368157,0.175729916,0.098223416,0.120560102,0.180620051,0.116635777,1.093432694,0.955145383,0.021792101,-1.834315432,1.053320359,9.43142714
0.1224,0.139092289,0.176088668,0.09827027,0.143183004,0.175774357,0.139380035,1.982889559,-1.603098071,0.005867302,-1.640233718,1.300950729,9.649645869
0.1232,0.139812908,0.176444918,0.098316503,0.136322776,0.167733863,0.082972937,0.570860999,1.167191097,0.015283923,-1.717692187,1.445543769,9.596317085
0.124,0.140529994,0.17679866,0.098362115,0.147783626,0.185067629,0.159886963,0.269805993,2.434492341,0.016987772,-1.684057411,1.30228312,9.630355112
0.1248,0.141243529,0.177149889,0.098407106,0.138524348,0.187198145,0.09569313,-1.830254108,0.312880353,0.010391443,-1.974170109,1.471562465,9.560442223
0.1256,0.141953496,0.1774986,0.098451475,0.133168209,0.187576678,0.15419497,0.893104878,-4.691863894,0.010784783,-1.967157519,1.282887896,9.482156045
0.1264,0.142659876,0.177844789,0.098495222,0.145695382,0.149645582,0.138125311,0.772758942,-2.171524565,0.014356367,-1.41479317,1.442837402,9.571022718
0.1272,0.143362652,0.178188451,0.098538347,0.139325149,0.170248574,0.171987629,-0.736764285,3.232259762,0.010182061,-1.727330758,1.320711414,9.716856654
0.128,0.144061805,0.178529579,0.098580849,0.139789834,0.175459238,0.150107313,0.68872546,1.050663301,0.000826476,-1.633242124,1.321918326,9.424506076
0.1288,0.144757318,0.178868171,0.098622729,0.144840016,0.178666685,0.079593913,2.339256632,1.145426294,0.009069997,-1.741819094,1.394816112,9.552879296
0.1296,0.145449174,0.17920422,0.098663986,0.158480938,0.184640173,0.103840197,-1.138343618,1.626838896,0.014186864,-1.763146697,1.500964453,9.512236872
0.1304,0.146137356,0.179537723,0.09870462,0.135705579,0.191688746,0.083513907,-1.815747042,-0.935586979,0.005663006,-1.680309335,1.214975797,9.682269093
0.1312,0.146821844,0.179868674,0.09874463,0.143954338,0.177139167,0.103511128,-0.475271139,-2.246185555,0.006130079,-1.634760854,1.399044992,9.713237017
0.132,0.147502623,0.180197068,0.098784017,0.131820118,0.173788289,0.087153355,1.439301919,-1.514201008,0.001680641,-1.673132299,1.381724706,9.565092217
0.1328,0.148179676,0.180522902,0.098822779,0.155498505,0.165078001,0.133162436,1.466151684,-0.422034828,0.01015563,-1.763409445,1.63642319,9.406629139
0.1336,0.148852984,0.18084617,0.098860918,0.143553677,0.170396517,0.120510488,-1.783343105,3.138013324,0.011560064,-1.684865057,1.275783442,9.506040296
0.1344,0.149522532,0.181166867,0.098898431,0.141282772,0.190219282,0.125349594,1.123502047,1.638668475,0.003129477,-1.668265998,1.224063924,9.650615235
0.1352,0.150188301,0.18148499,0.098935321,0.152482894,0.183502636,0.119578,0.772231805,-3.171974938,0.006753249,-1.581035115,1.578362697,9.266453687
0.136,0.150850276,0.181800534,0.098971585,0.147485396,0.164764281,0.146980492,1.082323942,0.956763708,0.010124979,-1.58356823,1.514074174,9.69080986
0.1368,0.15150844,0.182113494,0.099007224,0.161160745,0.191163521,0.148125448,0.046020662,3.536861645,0.010667839,-1.903839948,1.72614571,9.520727833
0.1376,0.152162775,0.182423865,0.099042238,0.147818168,0.193101971,0.170657443,0.892181572,-1.975576605,-0.003232656,-1.822918933,1.703832321,9.534483625
0.1384,0.152813266,0.182731644,0.099076626,0.168250681,0.175349784,0.129158942,1.452533546,-0.913255523,0.010057168,-1.764291088,1.716482601,9.544249539
0.1392,0.153459896,0.183036826,0.099110388,0.159462789,0.185868123,0.119002117,-0.87614796,1.946016714,0.007463357,-1.676714169,1.567340938,9.657885305
